user_id,signup_date,city,age,acquisition_channel
273,2026-03-02,Bengaluru,45,Instagram
274,2026-06-21,Chennai,30,Referral
275,2026-06-17,Mumbai,52,Organic
276,2026-03-13,Delhi,44,Google Ads
277,2026-04-24,Gurugram,44,Google Ads
278,2026-06-25,Hyderabad,55,Referral
279,2026-06-15,Hyderabad,24,Instagram
280,2026-02-18,Mumbai,50,Google Ads
281,2026-02-24,Delhi,24,Organic
282,2026-03-04,Bengaluru,34,Google Ads
283,2026-07-15,Gurugram,34,Referral
284,2026-03-01,Hyderabad,30,Organic
285,2026-06-02,Delhi,38,Referral
286,2026-02-07,Bengaluru,55,Google Ads
287,2026-02-14,Mumbai,22,Google Ads
288,2026-04-02,Gurugram,41,Google Ads
289,2026-03-09,Delhi,29,Organic
290,2026-05-15,Mumbai,25,Instagram
291,2026-07-19,Hyderabad,53,Organic
292,2026-04-26,Gurugram,23,Organic
293,2026-06-18,Pune,50,Organic
294,2026-01-08,Delhi,51,Referral
295,2026-04-20,Mumbai,52,Organic
296,2026-04-24,Mumbai,26,Instagram
297,2026-02-07,Mumbai,29,Google Ads
298,2026-06-12,Hyderabad,45,Referral
299,2026-05-16,Pune,50,Instagram
300,2026-04-21,Mumbai,28,Referral
301,2026-06-16,Gurugram,48,Instagram
302,2026-02-28,Chennai,42,Referral
303,2026-04-13,Chennai,27,Instagram
304,2026-03-22,Pune,44,Referral
305,2026-06-25,Jaipur,25,Google Ads
306,2026-01-22,Mumbai,48,Google Ads
307,2026-07-09,Hyderabad,29,Organic
308,2026-05-31,Hyderabad,28,Instagram
309,2026-06-20,Chennai,24,Referral
310,2026-06-03,Pune,43,Google Ads
311,2026-05-10,Gurugram,30,Organic
312,2026-02-27,Mumbai,43,Referral
313,2026-04-05,Mumbai,38,Organic
314,2026-07-26,Chennai,22,Organic
315,2026-06-18,Pune,22,Google Ads
316,2026-06-29,Pune,42,Instagram
317,2026-02-16,Bengaluru,46,Google Ads
318,2026-07-09,Delhi,26,Organic
319,2026-02-25,Chennai,47,Instagram
320,2026-02-10,Hyderabad,40,Organic
321,2026-07-18,Mumbai,24,Google Ads
322,2026-07-13,Delhi,26,Google Ads
323,2026-06-19,Chennai,52,Organic
324,2026-04-17,Pune,34,Organic
325,2026-01-30,Hyderabad,48,Google Ads
326,2026-06-23,Jaipur,54,Organic
327,2026-01-12,Gurugram,46,Referral
328,2026-01-15,Delhi,34,Instagram
329,2026-02-24,Bengaluru,37,Google Ads
330,2026-01-31,Delhi,52,Organic
331,2026-02-14,Bengaluru,45,Instagram
332,2026-02-28,Hyderabad,25,Instagram
333,2026-07-09,Delhi,48,Google Ads
334,2026-01-20,Hyderabad,48,Organic
335,2026-07-01,Chennai,39,Google Ads
336,2026-01-06,Hyderabad,31,Referral
337,2026-06-08,Jaipur,44,Google Ads
338,2026-01-28,Gurugram,48,Organic
339,2026-05-15,Mumbai,46,Referral
340,2026-07-10,Hyderabad,35,Instagram
341,2026-02-13,Mumbai,53,Organic
342,2026-05-16,Gurugram,43,Instagram
343,2026-07-29,Bengaluru,36,Google Ads
344,2026-03-07,Gurugram,32,Organic
345,2026-07-14,Mumbai,32,Referral
346,2026-06-10,Jaipur,50,Organic
347,2026-07-14,Jaipur,41,Referral
348,2026-06-10,Hyderabad,30,Instagram
349,2026-05-01,Jaipur,40,Organic
350,2026-06-01,Delhi,43,Instagram
351,2026-03-21,Jaipur,49,Google Ads
352,2026-04-05,Pune,25,Organic
353,2026-01-24,Chennai,50,Organic
354,2026-07-22,Delhi,49,Referral
355,2026-05-27,Gurugram,41,Organic
356,2026-05-09,Bengaluru,24,Instagram
357,2026-07-27,Hyderabad,26,Instagram
358,2026-02-14,Delhi,36,Organic
359,2026-04-23,Bengaluru,44,Instagram
360,2026-03-14,Chennai,47,Organic
361,2026-06-23,Delhi,42,Google Ads
362,2026-01-25,Chennai,39,Google Ads
363,2026-06-18,Bengaluru,42,Google Ads
364,2026-06-19,Bengaluru,43,Instagram
365,2026-06-17,Chennai,29,Organic
366,2026-01-22,Pune,45,Organic
367,2026-03-26,Bengaluru,54,Google Ads
368,2026-06-21,Chennai,53,Instagram
369,2026-04-03,Pune,32,Referral
370,2026-03-29,Jaipur,33,Google Ads
371,2026-02-05,Bengaluru,25,Google Ads
372,2026-07-21,Mumbai,53,Organic
373,2026-07-09,Delhi,42,Referral
374,2026-06-08,Bengaluru,45,Google Ads
375,2026-02-16,Bengaluru,49,Google Ads
376,2026-04-04,Gurugram,49,Organic
377,2026-07-12,Jaipur,35,Instagram
378,2026-03-21,Jaipur,33,Instagram
379,2026-05-27,Jaipur,50,Organic
380,2026-07-19,Chennai,53,Instagram
381,2026-02-11,Gurugram,29,Referral
382,2026-01-14,Jaipur,44,Organic
383,2026-01-27,Mumbai,39,Google Ads
384,2026-02-11,Pune,49,Referral
385,2026-02-07,Chennai,26,Referral
386,2026-02-26,Jaipur,43,Referral
387,2026-04-17,Delhi,46,Instagram
388,2026-03-02,Chennai,26,Instagram
389,2026-01-08,Hyderabad,27,Referral
390,2026-06-16,Hyderabad,30,Google Ads
391,2026-03-15,Jaipur,29,Organic
392,2026-05-01,Jaipur,21,Referral
393,2026-01-05,Pune,34,Referral
394,2026-05-21,Chennai,28,Organic
395,2026-03-02,Pune,28,Google Ads
396,2026-04-18,Jaipur,25,Google Ads
397,2026-05-08,Delhi,53,Organic
398,2026-07-03,Bengaluru,39,Instagram
399,2026-06-07,Hyderabad,36,Organic
400,2026-02-17,Mumbai,54,Referral
401,2026-01-18,Delhi,45,Referral
402,2026-01-12,Chennai,44,Google Ads
403,2026-01-05,Hyderabad,25,Instagram
404,2026-07-07,Mumbai,42,Google Ads
405,2026-04-01,Hyderabad,32,Referral
406,2026-06-25,Jaipur,51,Organic
407,2026-07-27,Bengaluru,25,Organic
408,2026-04-28,Delhi,39,Google Ads
409,2026-07-22,Gurugram,23,Instagram
410,2026-03-21,Chennai,55,Instagram
411,2026-01-10,Gurugram,39,Instagram
412,2026-07-19,Delhi,42,Google Ads
413,2026-07-24,Hyderabad,48,Referral
414,2026-07-10,Jaipur,45,Instagram
415,2026-02-17,Jaipur,52,Instagram
416,2026-07-24,Pune,26,Organic
417,2026-01-21,Chennai,32,Instagram
418,2026-03-24,Mumbai,26,Instagram
419,2026-03-17,Pune,49,Organic
420,2026-04-20,Bengaluru,49,Instagram
421,2026-01-11,Hyderabad,48,Google Ads
422,2026-07-22,Delhi,25,Organic
423,2026-04-14,Hyderabad,53,Referral
424,2026-06-23,Bengaluru,22,Google Ads
425,2026-06-05,Jaipur,23,Google Ads
426,2026-03-02,Hyderabad,44,Instagram
427,2026-05-26,Delhi,30,Organic
428,2026-04-05,Hyderabad,49,Organic
429,2026-05-27,Bengaluru,54,Instagram
430,2026-03-22,Pune,36,Referral
431,2026-01-07,Bengaluru,52,Instagram
432,2026-05-24,Mumbai,37,Organic
433,2026-06-30,Jaipur,34,Referral
434,2026-03-15,Jaipur,33,Google Ads
435,2026-01-19,Jaipur,32,Referral
436,2026-04-24,Mumbai,41,Organic
437,2026-07-01,Mumbai,55,Google Ads
438,2026-03-18,Bengaluru,32,Organic
439,2026-05-11,Gurugram,28,Referral
440,2026-07-22,Bengaluru,36,Organic
441,2026-01-07,Hyderabad,44,Instagram
442,2026-05-22,Bengaluru,26,Google Ads
443,2026-04-12,Jaipur,54,Instagram
444,2026-04-15,Mumbai,29,Referral
445,2026-06-14,Mumbai,49,Instagram
446,2026-05-13,Hyderabad,29,Referral
447,2026-07-19,Bengaluru,29,Instagram
448,2026-01-15,Mumbai,54,Google Ads
449,2026-02-12,Bengaluru,41,Referral
450,2026-02-27,Hyderabad,54,Referral
451,2026-01-21,Pune,33,Organic
452,2026-05-22,Pune,29,Organic
453,2026-06-07,Mumbai,53,Organic
454,2026-06-01,Bengaluru,31,Organic
455,2026-07-04,Hyderabad,23,Referral
456,2026-01-08,Mumbai,23,Referral
457,2026-07-17,Pune,34,Organic
458,2026-04-17,Delhi,52,Referral
459,2026-05-20,Pune,40,Instagram
460,2026-07-26,Chennai,40,Instagram
461,2026-06-26,Delhi,31,Instagram
462,2026-05-04,Jaipur,34,Instagram
463,2026-02-06,Hyderabad,41,Organic
464,2026-03-30,Chennai,29,Organic
465,2026-05-12,Mumbai,41,Google Ads
466,2026-02-01,Pune,49,Google Ads
467,2026-01-25,Delhi,39,Referral
468,2026-06-07,Chennai,36,Referral
469,2026-02-10,Hyderabad,41,Google Ads
470,2026-02-10,Jaipur,53,Instagram
471,2026-03-20,Jaipur,22,Google Ads
472,2026-04-11,Jaipur,36,Google Ads
473,2026-04-01,Delhi,24,Google Ads
474,2026-06-02,Jaipur,39,Instagram
475,2026-01-28,Chennai,29,Referral
476,2026-07-06,Hyderabad,46,Instagram
477,2026-04-13,Delhi,33,Instagram
478,2026-03-15,Mumbai,45,Instagram
479,2026-07-15,Pune,28,Google Ads
480,2026-01-25,Chennai,44,Organic
481,2026-03-28,Hyderabad,30,Google Ads
482,2026-05-11,Chennai,53,Google Ads
483,2026-01-10,Bengaluru,42,Referral
484,2026-05-13,Jaipur,30,Organic
485,2026-05-12,Bengaluru,41,Referral
486,2026-03-23,Bengaluru,46,Referral
487,2026-07-09,Pune,42,Instagram
488,2026-05-11,Jaipur,40,Instagram
489,2026-01-05,Hyderabad,42,Organic
490,2026-04-17,Pune,22,Organic
491,2026-03-09,Gurugram,24,Organic
492,2026-02-13,Chennai,30,Referral
493,2026-03-04,Delhi,28,Google Ads
494,2026-04-23,Hyderabad,47,Google Ads
495,2026-06-26,Gurugram,47,Instagram
496,2026-06-06,Jaipur,24,Organic
497,2026-05-13,Gurugram,41,Referral
498,2026-05-03,Chennai,41,Referral
499,2026-04-28,Hyderabad,55,Instagram
500,2026-07-17,Pune,51,Google Ads
501,2026-03-05,Pune,40,Google Ads
502,2026-03-18,Pune,34,Organic
503,2026-05-06,Hyderabad,51,Instagram
504,2026-07-23,Pune,39,Google Ads
505,2026-06-23,Chennai,46,Referral
506,2026-07-17,Bengaluru,39,Google Ads
507,2026-07-02,Mumbai,43,Referral
508,2026-06-17,Pune,51,Google Ads
509,2026-07-31,Pune,38,Google Ads
510,2026-06-07,Gurugram,36,Google Ads
511,2026-05-16,Gurugram,35,Google Ads
512,2026-04-16,Hyderabad,51,Google Ads
513,2026-07-17,Bengaluru,21,Referral
514,2026-02-10,Chennai,51,Instagram
515,2026-02-21,Pune,41,Google Ads
516,2026-01-16,Mumbai,35,Instagram
517,2026-07-05,Delhi,32,Instagram
518,2026-02-15,Delhi,46,Organic
519,2026-02-17,Pune,23,Google Ads
520,2026-05-26,Mumbai,42,Google Ads
521,2026-06-14,Jaipur,29,Referral
522,2026-04-30,Pune,33,Referral
523,2026-03-26,Bengaluru,50,Organic
524,2026-07-03,Bengaluru,21,Organic
525,2026-07-22,Pune,33,Google Ads
526,2026-06-13,Chennai,48,Instagram
527,2026-01-23,Chennai,27,Google Ads
528,2026-02-05,Jaipur,41,Referral
529,2026-01-02,Pune,45,Google Ads
530,2026-07-12,Pune,42,Instagram
531,2026-07-05,Delhi,37,Organic
532,2026-06-27,Gurugram,24,Organic
533,2026-04-30,Pune,31,Instagram
534,2026-05-09,Pune,28,Organic
535,2026-03-17,Hyderabad,35,Google Ads
536,2026-02-04,Jaipur,30,Instagram
537,2026-06-05,Hyderabad,47,Organic
538,2026-05-01,Gurugram,36,Organic
539,2026-06-02,Mumbai,54,Instagram
540,2026-06-30,Hyderabad,25,Referral
541,2026-01-29,Delhi,53,Google Ads
542,2026-05-18,Bengaluru,31,Instagram
543,2026-05-14,Jaipur,28,Organic
544,2026-07-03,Jaipur,26,Referral
545,2026-04-25,Delhi,50,Google Ads
546,2026-04-17,Jaipur,24,Organic
547,2026-06-22,Pune,22,Instagram
548,2026-07-29,Delhi,34,Organic
549,2026-01-12,Chennai,43,Organic
550,2026-05-19,Delhi,25,Referral
551,2026-05-01,Delhi,39,Instagram
552,2026-07-16,Bengaluru,47,Instagram
553,2026-04-08,Jaipur,45,Instagram
554,2026-06-24,Bengaluru,43,Google Ads
555,2026-05-18,Chennai,54,Google Ads
556,2026-02-27,Delhi,22,Referral
557,2026-04-29,Chennai,55,Instagram
558,2026-02-28,Gurugram,50,Instagram
559,2026-03-12,Gurugram,28,Google Ads
560,2026-06-19,Chennai,22,Google Ads
561,2026-01-18,Mumbai,23,Instagram
562,2026-06-22,Delhi,36,Organic
563,2026-04-13,Jaipur,35,Instagram
564,2026-07-13,Delhi,29,Instagram
565,2026-03-16,Gurugram,41,Organic
566,2026-07-17,Hyderabad,36,Instagram
567,2026-02-06,Gurugram,47,Instagram
568,2026-01-16,Bengaluru,48,Organic
569,2026-01-13,Hyderabad,45,Organic
570,2026-03-23,Chennai,47,Google Ads
571,2026-04-07,Bengaluru,55,Instagram
572,2026-02-27,Pune,30,Referral
573,2026-01-15,Chennai,47,Organic
574,2026-02-04,Chennai,36,Google Ads
575,2026-03-26,Mumbai,49,Referral
576,2026-01-24,Gurugram,24,Google Ads
577,2026-06-22,Delhi,25,Google Ads
578,2026-07-14,Gurugram,51,Google Ads
579,2026-03-27,Pune,21,Google Ads
580,2026-02-18,Mumbai,51,Referral
581,2026-06-28,Gurugram,46,Referral
582,2026-05-22,Hyderabad,39,Instagram
583,2026-05-17,Hyderabad,40,Google Ads
584,2026-05-12,Jaipur,50,Google Ads
585,2026-07-04,Jaipur,41,Referral
586,2026-04-05,Hyderabad,47,Google Ads
587,2026-02-26,Bengaluru,22,Google Ads
588,2026-05-30,Chennai,39,Google Ads
589,2026-03-26,Gurugram,45,Organic
590,2026-03-04,Jaipur,42,Google Ads
591,2026-07-30,Jaipur,52,Instagram
592,2026-07-07,Hyderabad,31,Google Ads
593,2026-05-20,Jaipur,32,Referral
594,2026-05-19,Delhi,54,Google Ads
595,2026-01-20,Delhi,21,Instagram
596,2026-06-11,Gurugram,25,Organic
597,2026-01-03,Gurugram,53,Instagram
598,2026-01-16,Jaipur,52,Google Ads
599,2026-05-17,Chennai,21,Google Ads
600,2026-07-04,Pune,55,Referral
601,2026-01-05,Chennai,32,Google Ads
602,2026-01-25,Bengaluru,36,Google Ads
603,2026-05-15,Pune,43,Google Ads
604,2026-04-12,Mumbai,44,Referral
605,2026-04-28,Gurugram,35,Google Ads
606,2026-07-31,Mumbai,23,Google Ads
607,2026-04-08,Chennai,51,Google Ads
608,2026-01-03,Bengaluru,26,Instagram
609,2026-04-22,Hyderabad,27,Referral
610,2026-01-11,Gurugram,34,Referral
611,2026-06-27,Jaipur,38,Google Ads
612,2026-01-20,Pune,55,Organic
613,2026-01-09,Bengaluru,41,Google Ads
614,2026-02-23,Bengaluru,46,Referral
615,2026-03-18,Bengaluru,36,Organic
616,2026-04-10,Hyderabad,45,Organic
617,2026-02-05,Mumbai,53,Organic
618,2026-03-30,Delhi,27,Instagram
619,2026-01-20,Hyderabad,46,Referral
620,2026-03-25,Delhi,38,Organic
621,2026-04-26,Jaipur,35,Instagram
622,2026-04-07,Chennai,32,Organic
623,2026-06-19,Chennai,26,Organic
624,2026-03-17,Gurugram,25,Google Ads
625,2026-02-09,Chennai,30,Organic
626,2026-03-23,Hyderabad,27,Google Ads
627,2026-03-20,Jaipur,44,Organic
628,2026-01-27,Bengaluru,26,Google Ads
629,2026-04-25,Chennai,27,Google Ads
630,2026-04-01,Mumbai,41,Referral
631,2026-01-04,Pune,47,Instagram
632,2026-01-22,Gurugram,54,Google Ads
633,2026-04-08,Bengaluru,29,Google Ads
634,2026-03-10,Jaipur,30,Google Ads
635,2026-04-22,Pune,47,Google Ads
636,2026-07-20,Mumbai,44,Google Ads
637,2026-03-05,Jaipur,33,Instagram
638,2026-02-04,Pune,21,Referral
639,2026-03-27,Chennai,42,Instagram
640,2026-04-21,Bengaluru,40,Instagram
641,2026-06-27,Gurugram,51,Instagram
642,2026-04-12,Hyderabad,39,Organic
643,2026-06-12,Jaipur,36,Instagram
644,2026-03-13,Chennai,44,Google Ads
645,2026-05-25,Gurugram,55,Google Ads
646,2026-07-16,Delhi,50,Referral
